date;name;lat;lon;total
1938-11;VOSTOChNYI ZhELEZNODOROZhNYI ITL;50.549923;137.007912;17394
1938-11;VIaZEMSKII ITL;55.205944;34.298037;33410
1938-11;VIaTSKII ITL;59.960525;52.975988;14354
1938-11;GORNOShORSKII ITL;53.141319;87.456841;11523
1938-11;DAL'NE-VOSTOChNYI ITL;48.472584;135.057732;64154
1938-11;ZAPADNYI ZhELEZNODOROZhNYI ITL;55.940513;98.003044;16154
1938-11;IVDEL'SKII ITL;60.694531;60.424477;18196
1938-11;ITL DMITROVSKOGO MEKhANIChESKOGO ZAVODA;56.344157;37.520015;11468
1938-11;ITL I STROITEL'STVO;55.817820;37.849895;49370
1938-11;ITL I STROITEL'STVO IuGO-VOSTOChNOI GAVANI;55.503273;36.078246;31415
1938-11;KARAGANDINSKII ITL;49.670690;72.680507;37590
1938-11;KARGOPOL'SKII ITL;61.505400;38.947214;22643
1938-11;KOTLASSKII PERESYL'NO-PEREVALOChNYI;61.252970;46.633217;19589
1938-11;KRASNOIaRSKII ITL;56.166747;97.218061;12578
1938-11;KULOISKII ITL;64.539393;40.516939;10464
1938-11;LIKOVSKII ITL I STROITEL'STVO 204;55.791952;37.409271;16364
1938-11;LOKChIMSKII ITL;63.560972;53.677285;22589
1938-11;LUZhSKII ITL I STROITEL'STVO 200;60.004928;30.440464;35973
1938-11;NOVO-TAMBOVSKII ITL;50.549923;137.007912;15000
1938-11;NORIL'SKII ITL;69.349039;88.201014;9743
1938-11;ONEZhSKII ITL;62.708819;40.295226;15042
1938-11;PODOL'SKII ITL;55.431177;37.544737;1782
1938-11;PRORVINSKII ITL;46.347869;48.033574;29080
1938-11;RAIChIKhINSKII ITL;49.794114;129.411255;45977
1938-11;SAMARSKII ITL I STROITEL'STVO;53.184283;50.201397;33497
1938-11;SEVERNYI ZhELEZNODOROZhNYI ITL;62.602833;50.853431;27302
1938-11;SEVERO-VOSTOChNYI ITL;64.350757;154.599288;114455
1938-11;SEVERO-URAL'SKII ITL;59.174400;61.849376;22767
1938-11;SIBIRSKII ITL;56.209250;87.735094;45838
1938-11;SOROKSKII ITL;63.728997;39.638018;17409
1938-11;SREDNEAZIATSKII ITL;41.311178;69.279701;35420
1938-11;STROITEL'STVO 211 I ITL;49.312270;28.480826;1911
1938-11;TAIShETSKII ITL GULAGA;55.940513;98.003044;14474
1938-11;TEMNIKOVSKII ITL;54.391243;42.660139;21797
1938-11;TOMSKO-ASINSKII ITL;56.990797;86.176508;11501
1938-11;UNZhENSKII ITL;57.046416;44.890180;15857
1938-11;USOL'SKII ITL;59.648333;56.771029;21730
1938-11;UST'VYMSKII ITL;62.845101;51.327355;8598
1938-11;UKhTO-IZhEMSKII ITL;63.556478;53.701413;28729
1938-11;ShOSDORLAG;48.472584;135.057732;38838
1938-11;IuGO-VOSTOChNYI ITL;48.561245;134.480852;28242
1938-11;IuZhNYI ITL;51.833507;107.584125;31924
1938-11;IaGRINSKII ITL I STROITEL'STVO 203;64.558186;39.829620;17984
1938-12;AMURSKII ZhELEZNODOROZhNYI ITL;51.375889;128.134147;105267
1938-12;ARKhANGEL'SKII ITL;64.539393;40.516939;45527
1938-12;BELOMORO-BALTIISKII ITL;62.912774;34.456850;82899
1938-12;BUKAChAChINSKII ITL;52.983140;116.909105;31208
1938-12;BUREINSKII ITL;48.982431;131.558309;41696
1938-12;VOLZhSKII ITL I STROITEL'STVO;58.093925;38.689487;75960
1938-12;VORKUTINSKII ITL;67.497410;64.061091;16466
1938-12;VOSTOChNYI ZhELEZNODOROZhNYI ITL;50.549923;137.007912;17394
1938-12;VIaZEMSKII ITL;55.205944;34.298037;33410
1938-12;VIaTSKII ITL;59.960525;52.975988;14354
1938-12;GORNOShORSKII ITL;53.141319;87.456841;11523
1938-12;DAL'NE-VOSTOChNYI ITL;48.472584;135.057732;64154
1938-12;ZAPADNYI ZhELEZNODOROZhNYI ITL;55.940513;98.003044;16154
1938-12;IVDEL'SKII ITL;60.694531;60.424477;18196
1938-12;ITL DMITROVSKOGO MEKhANIChESKOGO ZAVODA;56.344157;37.520015;11468
1938-12;ITL I STROITEL'STVO;55.817820;37.849895;49370
1938-12;ITL I STROITEL'STVO IuGO-VOSTOChNOI GAVANI;55.503273;36.078246;31415
1938-12;KARAGANDINSKII ITL;49.670690;72.680507;37590
1938-12;KARGOPOL'SKII ITL;61.505400;38.947214;22643
1938-12;KOTLASSKII PERESYL'NO-PEREVALOChNYI;61.252970;46.633217;19589
1938-12;KRASNOIaRSKII ITL;56.166747;97.218061;12578
1938-12;KULOISKII ITL;64.539393;40.516939;10464
1938-12;LIKOVSKII ITL I STROITEL'STVO 204;55.791952;37.409271;16364
1938-12;LOKChIMSKII ITL;63.560972;53.677285;22589
1938-12;LUZhSKII ITL I STROITEL'STVO 200;60.004928;30.440464;35973
1938-12;NOVO-TAMBOVSKII ITL;50.549923;137.007912;15000
1938-12;NORIL'SKII ITL;69.349039;88.201014;9743
1938-12;ONEZhSKII ITL;62.708819;40.295226;15042
1938-12;PRORVINSKII ITL;46.347869;48.033574;29080
1938-12;RAIChIKhINSKII ITL;49.794114;129.411255;45977
1938-12;SAMARSKII ITL I STROITEL'STVO;53.184283;50.201397;33497
1938-12;SEVERNYI ZhELEZNODOROZhNYI ITL;62.602833;50.853431;27302
1938-12;SEVERO-VOSTOChNYI ITL;64.350757;154.599288;114455
1938-12;SEVERO-URAL'SKII ITL;59.174400;61.849376;22767
1938-12;SIBIRSKII ITL;56.209250;87.735094;45838
1938-12;SOROKSKII ITL;63.728997;39.638018;17409
1938-12;SREDNEAZIATSKII ITL;41.311178;69.279701;35420
1938-12;STROITEL'STVO 211 I ITL;49.312270;28.480826;1911
1938-12;TAIShETSKII ITL GULAGA;55.940513;98.003044;14474
1938-12;TEMNIKOVSKII ITL;54.391243;42.660139;21797
1938-12;TOMSKO-ASINSKII ITL;56.990797;86.176508;11501
1938-12;UNZhENSKII ITL;57.046416;44.890180;15857
1938-12;USOL'SKII ITL;59.648333;56.771029;21730
1938-12;UST'VYMSKII ITL;62.845101;51.327355;8598
1938-12;UKhTO-IZhEMSKII ITL;63.556478;53.701413;28729
1938-12;ShOSDORLAG;48.472584;135.057732;38838
1938-12;IuGO-VOSTOChNYI ITL;48.561245;134.480852;28242
1938-12;IuZhNYI ITL;51.833507;107.584125;31924
1938-12;IaGRINSKII ITL I STROITEL'STVO 203;64.558186;39.829620;17984
